LR,Sparsity,SmallGrad,MetricQ,AutoCorr,NormSPS,CPBD,DarkChannel,Saturation,Contrast,SimpleRinging,PyrRing,PercRing,HumanBT
0.53721,0.076322,0.0018765,-18.387,2.532,0.63899,-0.58313,0.55776,0.044824,54208,0.19689,5.2214E-006,2.2,0.54951
0.49163,0.098326,0.0021957,-24.229,3.1065,0.64776,-0.46121,0.50639,0.053085,85397,0.24634,0.00086542,8.4,0.86184
0.44666,0.091069,0.0022854,-26.453,3.729,0.62548,-0.35601,0.45845,0.084445,81781,0.051622,0.0010757,8.6,-0.5553
0.40556,0.013611,0.00066733,-6.1169,6.4402,0.4251,-0.49394,0.63272,0.33346,16073,0,0,NaN,-0.6912
0.4171,0.020183,0.00090441,-6.6629,3.918,0.44968,-0.66219,0.58466,0.33654,24015,-0.11823,0.000049036,NaN,-0.88163
0.4126,0.023627,0.00091062,-8.1277,3.3485,0.47334,-0.76237,0.60588,0.33426,28258,0.20775,4.4894E-006,NaN,-0.63146
0.40758,0.029127,0.00097307,-10.212,3.0823,0.48572,-0.7702,0.56733,0.33991,39291,0.38069,0.000045919,NaN,0.5462
0.40466,0.030028,0.00096349,-10.696,3.4429,0.48133,-0.74576,0.55364,0.34322,41505,0.36855,0.00008996,NaN,1.0406
0.40755,0.033228,0.00040048,-8.689,2.9974,0.50059,-0.77541,0.5243,0.34283,40880,0.186,0.0002618,NaN,0.36972
0.37752,0.034785,0.00085478,-9.1225,3.8037,0.51791,-0.7691,0.48488,0.36513,40659,0.39413,0.00054911,NaN,1.1055
0.41383,0.028977,0.00097196,-9.71,2.8946,0.49501,-0.81563,0.5805,0.33698,37755,0.38186,0.00003768,NaN,-0.41246
0.41274,0.027765,0.00097991,-9.2916,2.9238,0.48861,-0.82162,0.58879,0.33657,35154,0.33862,0.00001832,NaN,-1.188
0.40771,0.024807,0.0009482,-8.6394,3.593,0.4682,-0.76185,0.58494,0.33823,32211,0.25966,0.000013734,NaN,0.28275
0.42071,0.029554,0.0008418,-8.5075,3.2499,0.49917,-0.82843,0.56653,0.33596,34304,0.31524,0.000078678,NaN,-0.53447
0.40502,0.0279,0.00098764,-10.21,3.2665,0.48052,-0.79398,0.57194,0.33943,36921,0.37222,0.000040846,NaN,-0.015977
0.38232,0.034215,0.000893,-11.203,3.9533,0.50051,-0.63955,0.46912,0.34973,46298,0.12894,0.0020677,NaN,1.3571
0.36524,0.035127,0.00086988,-10.958,3.5175,0.50604,-0.6503,0.43546,0.35988,44541,-0.010836,0.0032025,NaN,-0.34666
0.59903,0.036257,0.0010362,-8.2594,6.7234,0.80549,-0.44914,0.61513,0,9907.9,0,0,0,-2.647
0.53841,0.08832,0.0019114,-25.686,4.1926,0.69716,-0.28819,0.54677,0.0063873,40545,-0.10919,0.006432,9.4545,-1.5436
0.55283,0.063249,0.0014189,-17.974,2.8882,0.66347,-0.34629,0.56455,0.00019216,26644,-0.12367,0.00051168,6.5341,0.85189
0.55948,0.061191,0.0013883,-16.696,2.6979,0.67215,-0.36896,0.57122,0.00037179,24297,-0.062729,0.00020862,6.9886,1.0148
0.54601,0.076071,0.001599,-23.682,3.2,0.64829,-0.31987,0.55487,0.0051612,39096,-0.084552,0.00078756,6.9432,0.50149
0.54933,0.08061,0.0017382,-24.265,3.3154,0.66848,-0.28081,0.55879,0.010262,39485,-0.078817,0.002105,7.9205,-1.4519
0.54643,0.082287,0.0024037,-10.915,2.7411,0.80663,-0.72189,0.55844,0.00041148,18131,0.18418,0.0000428,6.8523,-0.96139
0.56277,0.056532,0.0012995,-15.615,2.9666,0.68074,-0.38909,0.57488,0.00019425,21081,-0.087276,0.00013679,6.3409,1.2788
0.55834,0.058019,0.0013196,-16.561,2.8515,0.66352,-0.35152,0.57026,0.00022767,23447,-0.099919,0.00023579,6.2841,1.6416
0.56146,0.064976,0.0015363,-17.212,3.3651,0.71605,-0.34061,0.57183,0.0050839,22157,-0.079105,0.00032174,7.0114,-0.45776
0.57552,0.058559,0.0012817,-18.011,3.1933,0.63116,-0.32369,0.58768,0.00024856,27706,-0.016593,0.00022317,6.8182,0.60586
0.56665,0.055739,0.0012847,-15.319,3.013,0.67977,-0.38659,0.57918,0.00026736,20738,-0.082316,0.000085799,6.5227,0.35379
0.55937,0.059655,0.001281,-18.812,2.9333,0.61724,-0.32476,0.57144,0.00018381,30411,-0.034034,0.00039072,6.3295,1.2211
0.53267,0.089537,0.0017474,-31.833,3.4724,0.61147,-0.27586,0.5403,0.014128,63560,-0.1624,0.0031629,7.7045,-0.4076
0.51224,0.052179,0.0012648,-19.76,7.8811,0.65205,-0.43461,0.55165,0.17429,11947,0,0,0,NaN
0.49868,0.083372,0.0017209,-26.467,3.6127,0.59299,-0.51341,0.52754,0.20582,40675,0.18553,0.00022252,1.2973,-1.2556
0.50684,0.075875,0.0015799,-23.89,3.2499,0.59808,-0.54374,0.53874,0.19762,31934,0.17515,0.000032422,0.97297,-0.93554
0.4859,0.080945,0.0015377,-29.601,2.765,0.5417,-0.51352,0.51412,0.19831,52399,0.057715,0.00043905,1.1351,0.82277
0.49225,0.088826,0.0017674,-33.184,3.7196,0.59265,-0.47754,0.51762,0.23366,48980,0.21457,0.000045274,1.3514,-0.73972
0.50192,0.09525,0.0018861,-29.792,3.1742,0.6123,-0.48279,0.52586,0.21362,48863,0.19497,0.00073163,1.0541,-0.27699
0.46139,0.089525,0.0022292,-23.317,3.7834,0.66792,-0.65806,0.48826,0.23619,28560,0.23844,0.000023147,0.7027,-1.4699
0.48952,0.079852,0.0015956,-28.435,3.1872,0.55676,-0.50066,0.51625,0.19738,46612,0.040663,0.00039896,1.2162,0.51609
0.48657,0.080498,0.0015515,-28.627,2.8684,0.54468,-0.51182,0.51438,0.19935,50684,0.037019,0.0004064,1.2162,0.77502
0.49783,0.09182,0.0017272,-29.202,3.3673,0.61871,-0.46141,0.52185,0.2142,44186,0.17209,0.00062664,0.89189,-0.39747
0.49465,0.080189,0.0015778,-29.426,3.0152,0.54389,-0.51851,0.52367,0.19818,50802,0.062889,0.00035722,0.86486,0.9118
0.49028,0.078455,0.0015419,-28.331,2.9457,0.55098,-0.51667,0.51917,0.19703,46619,0.049153,0.00034672,1.027,0.93154
0.48396,0.084255,0.0015162,-32.562,2.7109,0.5256,-0.52071,0.51154,0.20418,62795,0.07433,0.00047134,1.1622,0.81436
0.48746,0.091536,0.0017092,-34.461,3.1075,0.55495,-0.51133,0.51233,0.22006,62589,0.13234,0.00046144,1.1081,0.30365
0.68518,0.022253,0.00078018,-6.5918,6.7803,0.79102,-0.42782,0.70293,0,7360.4,0,0,0,-2.6297
0.62165,0.042786,0.00089468,-12.315,4.5329,0.6918,-0.14846,0.6359,0.00033879,13278,-0.060363,0.0033616,4.6405,-1.0441
0.58494,0.049338,0.0011005,-16.337,4.6473,0.65337,-0.133,0.59718,0.0039947,18248,-0.14066,0.0056932,5.6993,1.5778
0.60056,0.045343,0.00097251,-14.437,4.1356,0.65639,-0.15377,0.61443,0.00036407,16136,-0.14305,0.0042135,5.0327,1.2228
0.60237,0.045798,0.00093786,-13.961,4.5424,0.68704,-0.1738,0.61619,0.0029758,14767,-0.087594,0.0011889,4.902,-0.0041589
0.59041,0.048046,0.0011189,-14.421,5.1277,0.69904,-0.076837,0.60314,0.0043563,14463,-0.21114,0.0063453,5.085,-2.0103
0.57427,0.062778,0.0017079,-12.453,3.2614,0.7884,-0.50941,0.5888,0.00019721,13303,0.21646,0.0025712,5.0654,1.6796
0.61488,0.041648,0.00094271,-13.132,3.8608,0.67078,-0.19874,0.62999,0.0001694,13819,-0.093265,0.0022745,4.6601,1.4839
0.59425,0.043046,0.00088393,-14.334,4.2749,0.65031,-0.14914,0.60732,0.00023008,15390,-0.16232,0.0033184,4.9542,1.3183
0.61532,0.041721,0.00098212,-12.04,4.9069,0.71718,-0.10981,0.62937,0.0012768,11860,-0.10794,0.0019294,4.6993,-0.93078
0.61809,0.046695,0.0010177,-15.953,4.7578,0.63757,-0.099792,0.62977,0.00087985,17484,-0.25032,0.0059201,5.281,0.76846
0.61963,0.037666,0.00090022,-11.12,4.1768,0.7032,-0.17978,0.63564,0.0001163,11094,-0.046861,0.00043158,4.6013,-1.7326
0.59241,0.047921,0.00088681,-17.05,4.6121,0.5873,-0.094542,0.60627,0.0015498,23827,-0.20362,0.0086361,5.1699,-0.15605
0.61294,0.041775,0.00096941,-12.71,4.3442,0.66713,-0.14299,0.62759,0.00043487,13996,-0.066516,0.0021544,5.0784,0.45687
0.57712,0.04862,0.0010551,-12.945,3.7439,0.58625,-0.35588,0.59364,0.037728,61460,0,0,NaN,-1.1217
0.48019,0.11896,0.002932,-23.976,3.0177,0.67627,-0.42815,0.48724,0.034923,155150,0.077432,0.005458,NaN,3.1843
0.56868,0.080301,0.0017197,-14.785,1.6588,0.57618,-0.68321,0.58353,0.039241,126220,0.14799,1.6696E-006,NaN,-0.5233
0.56661,0.083546,0.0017564,-18.352,1.7344,0.57624,-0.61354,0.58088,0.040146,141810,0.1631,2.1154E-006,NaN,-0.4183
0.56085,0.085178,0.001925,-17.699,2.1434,0.57966,-0.59149,0.57393,0.04296,148570,0.20327,5.9711E-006,NaN,-0.31418
0.55687,0.087219,0.0019262,-15.474,2.0922,0.58169,-0.62031,0.5697,0.042727,149580,0.14311,0.000013541,NaN,-0.10985
0.42244,0.1073,0.0027243,-22.17,3.0381,0.68851,-0.39014,0.43042,0.031156,124240,0.080299,0.0040929,NaN,3.554
0.56837,0.077069,0.0016899,-15.446,1.7448,0.58123,-0.60917,0.58302,0.039553,120170,0.135,1.3994E-006,NaN,-1.0065
0.56758,0.084638,0.0017823,-16.765,1.6396,0.58084,-0.66191,0.58172,0.040611,136820,0.13597,1.8575E-006,NaN,-0.37959
0.47548,0.10166,0.002544,-26.795,4.0188,0.66696,-0.21832,0.48277,0.035211,123200,-0.043733,0.007382,NaN,-0.84499
0.56968,0.084218,0.0017338,-15.274,1.8238,0.58003,-0.73622,0.58406,0.040601,140210,0.15982,3.7415E-006,NaN,-1.0183
0.56833,0.071934,0.0016038,-14.659,2.0498,0.57278,-0.65354,0.58317,0.040832,110950,0.081912,7.8668E-007,NaN,-1.2101
0.53054,0.12142,0.0029706,-28.939,3.1882,0.64599,-0.38649,0.54027,0.042867,202150,0.28993,0.00074348,NaN,0.23029
0.55009,0.10926,0.0025629,-22.567,2.1672,0.60464,-0.58202,0.56156,0.045558,197760,0.27333,0.000092865,NaN,-0.021754
0.51471,0.029062,0.000854,-14.62,5.9387,0.57794,-0.2545,0.60305,0.15732,28502,0,0,0,-0.83011
0.53113,0.053621,0.00083139,-25.101,2.9469,0.51657,-0.46312,0.59786,0.17673,112560,0.26342,0.00045847,3.1455,-1.3698
0.52451,0.048411,0.00089469,-25.902,2.4002,0.48964,-0.40326,0.60007,0.17821,110190,0.20086,0.000081302,3.3636,0.32133
0.52326,0.040497,0.00081861,-21.065,2.65,0.48655,-0.48472,0.60425,0.16698,76838,0.08351,0.000022278,2.8545,0.45222
0.52407,0.048502,0.00067748,-24.829,2.8084,0.49334,-0.4454,0.59389,0.18439,104340,0.13357,0.00019788,1.9818,0.64204
0.52309,0.055612,0.00091154,-25.978,2.6251,0.5271,-0.37058,0.58283,0.18649,109400,0.17516,0.00047866,5.0727,-0.42075
0.48926,0.048536,0.00072652,-18.823,2.8836,0.58512,-0.66145,0.56362,0.17659,59238,0.15715,0.000021298,3.4727,-0.077091
0.52525,0.041105,0.00076473,-20.915,3.0227,0.49595,-0.44624,0.59944,0.16806,72829,0.026627,0.000040138,3.6545,0.16531
0.51923,0.063168,0.0010341,-31.457,3.4922,0.52048,-0.36947,0.56561,0.18414,144510,0.090226,0.0028819,5.6727,NaN
0.52233,0.045619,0.00043836,-21.25,4.0904,0.53403,-0.3498,0.59533,0.17853,72714,0.15352,0.00013316,3.5273,-0.067036
0.52495,0.043627,0.00087261,-22.972,2.7046,0.48254,-0.46396,0.60236,0.17241,91333,0.16305,0.000040421,4.2727,-0.15839
0.52245,0.042595,0.00075898,-22.575,2.4919,0.48454,-0.45716,0.59852,0.17423,85639,0.070272,0.000037289,3.2364,0.60869
0.52051,0.04465,0.00074914,-24.595,2.3409,0.47221,-0.46463,0.59511,0.17056,104350,0.068587,0.000055708,4.0727,0.67904
0.51553,0.051129,0.00089583,-26.107,3.2364,0.49787,-0.41163,0.58009,0.19106,111750,0.15361,0.00030412,3.3455,0.054563
0.69698,0.056751,0.0011579,-15.52,3.9767,0.65981,-0.59932,0.71244,1.4995E-006,38776,0,0,0,-2.4917
0.69474,0.060254,0.0011688,-15.886,3.4561,0.64368,-0.61085,0.71009,0.000011996,45401,-0.045779,4.532E-007,2.8054,-1.4494
0.62276,0.10513,0.0016132,-26.513,1.7784,0.58779,-0.63605,0.63692,0.0088679,157780,0.024526,0.00011857,3.733,1.227
0.65998,0.085255,0.0013663,-21.535,2.2704,0.61339,-0.63562,0.67442,0.0018743,92364,-0.057124,0.000005769,2.3394,-0.36909
0.63443,0.096691,0.0016222,-23.5,2.3798,0.61987,-0.59775,0.64804,0.004158,114350,-0.012641,0.00001294,2.3665,0.69903
0.61087,0.12581,0.0019721,-27.71,2.1918,0.65694,-0.57667,0.62358,0.0065347,160540,0.031905,0.00061342,4.2715,-0.038148
0.57585,0.12394,0.0028213,-21.69,2.1482,0.69525,-0.74178,0.58935,0.0035343,100370,0.087335,0.00019702,3.0588,1.3635
0.6234,0.099954,0.0016575,-24.39,2.2068,0.60845,-0.62555,0.63764,0.0073969,128360,-0.013129,0.00014235,3.2986,1.9179
0.6618,0.090293,0.0013617,-21.332,1.9449,0.60551,-0.62543,0.67642,0.0022852,108800,0.022472,3.1828E-006,2.2579,0.027841
0.59115,0.14236,0.0021939,-31.892,2.2637,0.65497,-0.54541,0.60262,0.011597,206230,0.069907,0.0016251,3.8281,-0.87358
0.66744,0.083211,0.0013728,-21.265,2.2796,0.60486,-0.65615,0.68175,0.0014815,91353,0.051092,2.0978E-006,2.8281,-1.0163
0.66932,0.080252,0.0013545,-19.615,2.227,0.6131,-0.64696,0.6838,0.0011051,82316,0.02382,1.0786E-006,2.3937,-1.8571
0.60489,0.13282,0.0017188,-37.47,1.9411,0.5778,-0.61433,0.61832,0.018151,292650,0.15718,0.00030432,4.4344,3.0678
0.53154,0.17428,0.0026055,-47.166,2.6013,0.62568,-0.46236,0.54062,0.030348,334280,0.021112,0.0024547,3.7873,-0.20788
0.70357,0.028581,0.00065441,-7.0985,5.7592,0.75995,-0.41698,0.72516,0,22566,0,0,0,-1.0501
0.53936,0.088098,0.0014567,-31.848,6.1905,0.63925,-0.15128,0.54777,0.051881,115110,-0.18814,0.069059,43.875,NaN
0.62205,0.05898,0.00085228,-18.851,3.3797,0.64577,-0.31849,0.64032,0.0022137,71461,0.0082145,0.0028869,44.625,0.42111
0.6593,0.054056,0.00086886,-15.336,3.3555,0.6495,-0.32363,0.67835,0.0013692,64083,0.078286,0.00036335,23.75,0.54178
0.6426,0.056788,0.00090744,-16.924,3.7434,0.65355,-0.26633,0.66029,0.0052012,66350,0.045289,0.00043414,14.625,0.56561
0.6326,0.062562,0.0008546,-18.927,3.7579,0.65352,-0.25276,0.64867,0.0099485,78762,-0.014659,0.0014233,18.25,-0.15134
0.56095,0.082297,0.0020297,-12.464,2.8816,0.78143,-0.66889,0.57823,0.00070008,48834,0.23412,0.0017049,36.625,1.1109
0.64076,0.05224,0.00085812,-15.924,3.2192,0.65487,-0.32829,0.66075,0.0008401,55764,0.07033,0.0011688,42.125,0.61752
0.63199,0.06449,0.00083041,-22.849,3.8374,0.62474,-0.27071,0.65008,0.0071836,96977,0.019074,0.003055,26,-0.50689
0.65244,0.049728,0.00090216,-12.838,3.8926,0.68982,-0.33489,0.67052,0.0036345,44498,0.087058,0.00011139,42,-0.3559
0.68499,0.043652,0.00082581,-12.743,3.5324,0.64161,-0.30278,0.70391,0.00026824,47739,0.080335,0.000090733,33.375,0.17831
0.67508,0.043134,0.00087671,-11.256,3.2688,0.68182,-0.34685,0.6957,0.00024908,38728,0.10804,0.000056824,34.75,0.33946
0.62241,0.070803,0.00086112,-28.807,3.781,0.58049,-0.22369,0.63961,0.013014,153310,-0.022953,0.0060822,32.375,-1.5549
0.62482,0.067953,0.0008444,-23.293,4.2045,0.62338,-0.2285,0.64172,0.014731,107970,0.011536,0.0018375,22,-0.15558
0.59888,0.036074,0.00070734,-22.961,3.7166,0.56701,-0.62382,0.6384,0.015961,30861,0,0,0,-0.54438
0.59722,0.038313,0.0006991,-25.472,3.1875,0.55138,-0.66291,0.63691,0.01712,35931,-0.0062621,8.5584E-007,1.3333,0.024746
0.59901,0.046898,0.00067425,-33.358,2.3214,0.53936,-0.73462,0.63778,0.027206,56150,0.018458,2.6765E-006,1,1.138
0.59824,0.045912,0.00067861,-32.217,2.4689,0.55117,-0.73892,0.63688,0.025205,52513,0.01277,0.000003289,1.1667,0.36584
0.58266,0.058019,0.00087338,-37.449,3.1249,0.53651,-0.60096,0.61309,0.053513,75959,0.025513,0.000050047,1.5,0.4847
0.57486,0.062545,0.00081592,-35.559,3.0067,0.55986,-0.59627,0.60559,0.062256,74988,0.04553,0.000079216,4.8333,0.2169
0.54563,0.068689,0.001309,-39.628,2.7563,0.58112,-0.7809,0.57659,0.065269,65428,0.12467,0.000072595,16,0.93555
0.59893,0.046152,0.000664,-31.606,2.7431,0.5664,-0.73989,0.63698,0.025609,50312,0.024474,0.000002092,1.1667,0.39906
0.59751,0.043021,0.00068373,-29.591,2.7519,0.55208,-0.72251,0.63638,0.022672,46124,0.0027072,0.000000337,1.1667,-0.59369
0.56178,0.064259,0.0010655,-40.572,3.2997,0.56262,-0.59296,0.59064,0.071398,74091,0.0087506,0.00016948,1.1667,0.21088
0.58856,0.046148,0.00032906,-30.66,2.5685,0.5264,-0.74219,0.62447,0.02285,48362,-0.051984,0.000012273,34.833,-0.15282
0.5957,0.048848,0.00061996,-33.479,2.5009,0.53158,-0.691,0.63328,0.029905,59551,0.019607,3.3862E-006,1.8333,-0.83713
0.60068,0.057963,0.00055609,-43.186,2.2148,0.51268,-0.71414,0.63769,0.041534,95168,0.098964,0.000019172,2.6667,0.50245
0.56826,0.070516,0.001163,-44.615,3.6166,0.55965,-0.4822,0.59302,0.091215,90511,0.0056058,0.00024714,2.3333,-2.1501
0.60292,0.037248,0.0012419,-17.872,5.2283,0.61423,-0.32565,0.62496,0.021739,19566,0,0,0,-2.3247
0.5986,0.044777,0.0013108,-21.849,3.4794,0.59742,-0.44737,0.61906,0.027156,25596,0.010486,0.000049493,19.667,-0.89258
0.57811,0.061299,0.0016672,-31.626,3.3254,0.53998,-0.38539,0.5951,0.050776,54241,0.20331,0.00015729,132.67,-0.97761
0.57999,0.056897,0.0015698,-28.346,3.0885,0.548,-0.43116,0.59758,0.045311,45386,0.1358,0.00010969,131.33,-0.21653
0.55751,0.064167,0.0016586,-30.832,3.717,0.57226,-0.33905,0.5729,0.058469,49059,0.20419,0.00091186,3.3333,1.0676
0.55525,0.068589,0.0016905,-30.973,3.5329,0.5843,-0.33568,0.56959,0.063492,48998,0.13215,0.0013654,185,-0.30937
0.52497,0.080406,0.0024305,-28.507,2.7793,0.66253,-0.66897,0.53863,0.068034,40977,0.36832,0.00026354,129.67,2.3379
0.57391,0.062073,0.0017048,-32.63,3.4292,0.56057,-0.39699,0.58894,0.050835,50750,0.12777,0.00010218,3.3333,1.1503
0.58421,0.052904,0.0015205,-26.105,3.1497,0.56133,-0.43602,0.60235,0.037109,38706,0.13001,0.00024496,2.3333,0.0032686
0.56938,0.059279,0.0016998,-28.25,3.7748,0.57946,-0.36267,0.58557,0.051572,41571,0.13271,0.00054015,7.3333,0.25324
0.56897,0.068088,0.0014124,-33.734,3.5685,0.54613,-0.32899,0.58427,0.065389,62413,0.17006,0.0006057,19.333,-1.0056
0.5782,0.053367,0.0015204,-26.712,3.306,0.58171,-0.4477,0.59652,0.037631,35542,0.11619,0.00021873,34,0.17399
0.55625,0.070015,0.0017641,-40.633,3.3238,0.51909,-0.35065,0.57005,0.07502,83515,0.23614,0.00018021,49.667,0.78384
0.55246,0.061452,0.0017006,-31.582,4.0849,0.58122,-0.32937,0.56739,0.062368,44059,0.1237,0.00077164,15.333,-0.043688
0.56029,0.02523,0.00076658,-5.9669,5.9195,0.70253,-0.5875,0.60522,0.05912,9266.4,0,0,0,-2.7592
0.49191,0.026395,0.00076238,-6.592,5.262,0.66964,-0.57202,0.52294,0.062052,10268,-0.16242,3.2929E-006,3.871,-2.725
0.51206,0.040827,0.00092104,-10.769,4.1304,0.56343,-0.37444,0.54143,0.075384,30331,-0.051358,0.00023054,4.5806,-0.77064
0.46679,0.044501,0.00085386,-13.356,3.6881,0.53536,-0.35396,0.48897,0.076965,40541,-0.15863,0.0024361,4.8065,2.43
0.48352,0.046049,0.00099629,-13.721,4.4027,0.557,-0.30731,0.50742,0.094987,39871,-0.048201,0.00050941,2.8387,-0.77874
0.438,0.052178,0.0010547,-15.487,4.4182,0.56032,-0.19742,0.45477,0.10893,47538,-0.18316,0.0061697,5.9355,-3.0374
0.50624,0.053039,0.0015552,-7.2244,2.4428,0.73051,-0.79559,0.53996,0.074593,18652,0.18805,0.000022755,3,-1.4982
0.46236,0.043969,0.00086197,-13.181,3.7566,0.54067,-0.37001,0.48343,0.074999,38743,-0.13462,0.0033767,4.7419,2.7066
0.47342,0.042223,0.00087863,-12.482,3.6241,0.54312,-0.37114,0.49597,0.07525,35407,-0.1552,0.0018757,4.7419,2.1748
0.46716,0.047391,0.0010064,-12.437,4.159,0.60214,-0.29496,0.48822,0.092262,31908,-0.14152,0.0030438,4.871,-1.1505
0.48447,0.042942,0.00085856,-14.8,4.3451,0.50033,-0.23974,0.50685,0.076257,45598,-0.19813,0.0032807,5.1613,1.4209
0.47152,0.043225,0.00086335,-13.161,4.0836,0.54141,-0.31349,0.49341,0.075657,36625,-0.16127,0.0025244,4.2903,0.14456
0.45637,0.046477,0.00086114,-17.966,4.0558,0.46684,-0.22972,0.47762,0.080091,67397,-0.22924,0.0046041,5.2903,3.4517
0.44937,0.047735,0.00089011,-16.045,4.1228,0.52006,-0.22566,0.46823,0.089516,50906,-0.12688,0.0049128,6.0323,0.39117
0.54435,0.028995,0.00090895,-5.5629,5.3391,0.74986,-0.68716,0.57296,0.01007,7981.6,0,0,0,-3.3919
0.5002,0.055319,0.0012749,-11.271,6.0024,0.67098,-0.43014,0.51569,0.043727,40218,-0.040246,0.0017803,4.0769,-1.1996
0.52476,0.039794,0.00091408,-8.8024,5.6412,0.67449,-0.62078,0.54866,0.013591,20623,0.057913,1.6547E-006,0.15385,-0.36069
0.45206,0.05439,0.0011358,-15.182,5.3765,0.6259,-0.45651,0.46606,0.039589,54469,-0.11996,0.0019712,3.3846,2.8361
0.45504,0.05608,0.0011999,-17.207,4.964,0.5914,-0.30462,0.46655,0.085205,67600,-0.15232,0.0025641,2.2308,-0.37906
0.44587,0.056588,0.0012709,-15.51,4.561,0.6254,-0.35597,0.45705,0.079106,56639,-0.18649,0.0049024,0.92308,-2.2117
0.4978,0.048642,0.0014275,-7.0739,2.9729,0.77158,-0.85399,0.5205,0.019126,14594,0.11606,0.000003285,0.69231,-2.8388
0.45662,0.053693,0.0010982,-14.959,5.5563,0.62996,-0.45446,0.47053,0.040097,53716,-0.10667,0.0018677,3.3077,1.1086
0.45954,0.053387,0.0010881,-15.468,6.052,0.6237,-0.43574,0.47356,0.037388,54804,-0.047887,0.0022922,3.1538,1.9806
0.45823,0.053821,0.0011952,-14.633,4.7675,0.6223,-0.35287,0.47022,0.071945,50557,-0.15785,0.003357,3.9231,-1.1012
0.47404,0.05248,0.0011305,-14.051,6.811,0.65502,-0.50122,0.48942,0.030816,42543,0.0046464,0.0013557,2.7692,0.1549
0.46413,0.048345,0.0010824,-12.548,4.5663,0.64164,-0.49322,0.47981,0.032788,36042,-0.0066101,0.0012486,3.4615,1.3172
0.45195,0.056792,0.001017,-21.046,6.619,0.5677,-0.33994,0.46587,0.046372,98429,-0.12235,0.0034995,2.2308,2.9086
0.46746,0.05044,0.0010957,-13.223,4.7189,0.62741,-0.45343,0.4825,0.034423,43601,0.01225,0.0014992,3.8462,1.1769
0.90697,0.013066,0.00070171,-3.9451,8.569,0.67723,-0.31706,0.9183,0,14423,0,0,0,-1.2767
0.79175,0.021921,0.00050842,-7.0751,7.1662,0.50666,-0.093245,0.80947,0.00041481,24615,-0.62031,0.00032944,9.8293,0.95971
0.79067,0.021591,0.00045027,-6.4195,6.4056,0.51386,-0.084351,0.80873,0.00053148,22195,-0.58949,0.00094814,6.0813,-0.70009
0.81214,0.020219,0.00060738,-6.1459,6.2781,0.55885,-0.11993,0.82863,0.000089815,20089,-0.50308,0.00014916,3.0325,0.39676
0.79858,0.02023,0.00053762,-7.0347,6.8694,0.50898,-0.076847,0.81591,0.00035,22911,-0.54226,0.00013996,4.1626,1.5388
0.77402,0.020017,0.00053164,-6.5043,7.7362,0.51781,-0.027592,0.7936,0.00054722,21905,-0.6104,0.0014206,7.2195,0.039878
0.82377,0.034865,0.00094125,-5.8126,3.6973,0.75398,-0.84945,0.84246,0.000025,18780,0.14496,0.000084847,3.8943,-0.6327
0.82138,0.01932,0.00057515,-5.759,6.3934,0.55752,-0.10597,0.83756,0.000058333,19313,-0.52716,0.00014013,3.6992,0.85832
0.75629,0.022552,0.00049325,-7.152,7.8182,0.53223,-0.039268,0.77401,0.0010333,22698,-0.61267,0.0014211,5.9024,-2.3111
0.80177,0.019374,0.00051994,-6.7448,7.9643,0.50624,-0.036251,0.81905,0.00035278,22099,-0.5716,0.000179,6.9675,0.61358
0.81854,0.019532,0.00056866,-6.4796,8.0671,0.50063,-0.036677,0.83392,0.00016019,21377,-0.61303,0.00022909,7.1545,-0.28446
0.78182,0.020782,0.00047145,-6.3152,7.0294,0.53299,-0.049691,0.80122,0.00030648,20728,-0.55741,0.00091652,7.4309,0.72577
0.76978,0.021084,0.00046819,-6.8173,6.2511,0.45914,-0.046548,0.78976,0.00087593,25085,-0.59745,0.0019786,6.374,0.36493
0.86174,0.018045,0.00051225,-5.0721,6.6592,0.59603,-0.31957,0.87657,0.000053704,17634,-0.19674,0.000011311,6.6992,-0.29279
0.60782,0.05586,0.0014002,-19.054,5.4609,0.67469,-0.25584,0.62198,0.011655,58585,0,0,0,-2.2303
0.5692,0.10554,0.0026456,-23.134,2.3401,0.69188,-0.51668,0.57999,0.01312,121810,0.23361,0.000076267,4.5238,1.5321
0.58219,0.099759,0.0025464,-23.638,2.2747,0.68142,-0.62651,0.59382,0.012883,116700,0.21126,0.000010674,2.4603,-0.57817
0.57999,0.10097,0.002568,-25.666,2.3293,0.67632,-0.61458,0.59159,0.013031,122890,0.24,0.000011692,2.3333,-0.81077
0.55933,0.10659,0.0026797,-29.715,2.7388,0.67174,-0.50343,0.56967,0.014556,138590,0.20895,0.000031787,3.0476,0.49355
0.55519,0.11262,0.0028641,-28.625,3.0831,0.68916,-0.5359,0.56514,0.015441,136510,0.19047,0.000090845,3.4286,1.9294
0.53193,0.10328,0.002586,-24.192,2.3599,0.69251,-0.56882,0.54301,0.012105,117310,0.18235,0.000095075,3.2857,1.4767
0.57816,0.10264,0.0026034,-23.843,2.1665,0.68637,-0.6058,0.58935,0.013292,119340,0.18712,0.000013927,1.7302,-0.34984
0.58146,0.10458,0.0026462,-24.264,2.1855,0.68583,-0.64827,0.59296,0.013384,122040,0.21659,0.000012925,2.4127,-0.76595
0.57736,0.096659,0.0024439,-23.59,2.6936,0.67205,-0.54546,0.58895,0.013834,116050,0.16171,6.5973E-006,1.5079,0.25528
